country.name,cown,year,democracy,democracy_duration,gdppc,gini_disp,gini_disp_se,gini_mkt,gini_mkt_se,elec.leg,elec.pres,elec.any,v2cacamps,region,sve,erosion.strict,eroder,inc.top10,inc.bot50,inc.top1,wealth.top10,wealth.bot50,wealth.top1,wb.gini,prs.ge,wiid.gini,wid.gini,pre.wid.gini,v2smpolsoc
United States,2,1995,1,196,28690.8757,36.7,0.57,49.4,0.58,0,0,0,-0.622,North America,1,0,1,0.399,0.1575,0.1452,0.6683,0.0101,0.2884,39.9,NA,41.32666667,44.05422815,52.83045211,NA
United States,2,1996,1,197,29967.71272,36.8,0.58,49.5,0.59,1,1,1,-0.622,North America,1,0,1,0.408,0.1549,0.1524,0.6721,0.0085,0.2955,40.3,1,41.34,44.88134783,53.56130506,NA
United States,2,1997,1,198,31459.13898,37,0.6,49.5,0.55,0,0,0,-0.622,North America,1,0,1,0.4152,0.1526,0.1598,0.6791,0.0061,0.3043,40.5,NA,41.74,45.53150437,54.15466981,NA
United States,2,1998,1,199,32853.67695,36.8,0.56,49.3,0.51,1,0,1,-0.622,North America,1,0,1,0.4191,0.1528,0.1632,0.6857,0.0056,0.3146,40,1,41.73,45.77700251,54.34746982,NA
United States,2,1999,1,200,34513.5615,36.9,0.54,49.3,0.57,0,0,0,-0.622,North America,1,0,1,0.4228,0.1518,0.1676,0.6856,0.007,0.3176,40,NA,41.51666667,46.25701942,54.65735459,NA
United States,2,2000,1,201,36334.90878,37,0.49,49.4,0.52,1,1,1,-0.315,North America,1,0,1,0.4275,0.1507,0.1735,0.6861,0.0067,0.3235,40.1,1,41.66,46.81979553,55.0326617,0.033
United States,2,2001,1,202,37133.24281,37.3,0.5,49.7,0.52,0,0,0,-0.496,North America,1,0,1,0.4195,0.1528,0.166,0.6803,0.0068,0.319,40.6,NA,41.86333333,46.13762439,54.42324397,0.033
United States,2,2002,1,203,38023.16111,37.4,0.46,49.8,0.47,1,0,1,-0.221,North America,1,0,1,0.4151,0.1538,0.161,0.6812,0.0069,0.3139,40.4,1,42.06666667,45.89014603,54.04830371,0.033
United States,2,2003,1,204,39496.48588,37.8,0.45,50.1,0.47,0,0,0,-0.221,North America,1,0,1,0.4164,0.1508,0.1633,0.6833,0.005,0.3138,40.8,1,41.94333333,46.2306911,54.42159525,0.062
United States,2,2004,1,205,41712.80107,37.8,0.5,50.2,0.5,1,1,1,-0.221,North America,1,0,1,0.4243,0.148,0.1706,0.6878,0.0046,0.3184,40.3,1,41.99666667,46.66170493,55.10075518,0.062
United States,2,2005,1,206,44114.74778,38.3,0.48,50.4,0.49,0,0,0,0.004,North America,1,0,1,0.4358,0.1436,0.1806,0.6883,0.0054,0.326,41,1,41.92333333,47.24281746,56.13536395,0.062
United States,2,2006,1,207,46298.73144,38.5,0.49,50.2,0.52,1,0,1,0.004,North America,1,0,1,0.443,0.1406,0.1852,0.6899,0.0027,0.3303,41.4,1,42.41666667,47.79199673,56.820054,0.062
United States,2,2007,1,208,47975.9677,38.2,0.47,49.9,0.47,0,0,0,0.004,North America,1,0,1,0.4402,0.1433,0.1837,0.6958,-0.0024,0.3355,40.8,1,42.47,47.16815492,56.42291462,0.062
United States,2,2008,1,209,48382.55845,38,0.48,50.7,0.47,1,1,1,0.251,North America,1,0,1,0.4355,0.1431,0.1794,0.7095,-0.0103,0.3384,40.8,1,42.10333333,46.3944738,56.21900556,0.114
United States,2,2009,1,210,47099.98047,37.6,0.46,51.6,0.48,0,0,0,0.508,North America,1,0,1,0.4245,0.1426,0.1671,0.7148,-0.0158,0.3297,40.6,1,42.01333333,46.09363568,55.69684403,0.175
United States,2,2010,1,211,48466.6576,37.3,0.41,52,0.49,1,0,1,0.684,North America,1,0,1,0.4387,0.1382,0.179,0.7265,-0.0159,0.3409,40,1,41.71666667,47.07596878,56.83458774,0.472
United States,2,2011,1,212,49882.55813,37.9,0.38,52.6,0.48,0,0,0,0.684,North America,1,0,1,0.4426,0.1354,0.1808,0.7352,-0.0162,0.3523,40.9,1,41.80333333,47.56233054,57.34339173,0.472
United States,2,2012,1,213,51602.93105,38.1,0.42,52.6,0.5,1,1,1,0.684,North America,1,0,1,0.4557,0.1316,0.1948,0.7427,-0.0147,0.3654,40.9,1,42.40666667,49.05506296,58.39027136,0.472
United States,2,2013,1,214,53106.53677,38.1,0.43,52.4,0.55,0,0,0,0.684,North America,1,0,1,0.4491,0.1344,0.1847,0.744,-0.0114,0.3607,40.7,1,42.26666667,48.0508864,57.76503977,0.472
United States,2,2014,1,215,55049.98833,38.3,0.41,52.5,0.44,1,0,1,0.684,North America,1,0,1,0.4559,0.1312,0.1897,0.7416,-0.0076,0.3652,41.5,1,42.34333333,48.56145969,58.45216683,0.472
United States,2,2015,1,216,56863.3715,38.2,0.38,52.5,0.52,0,0,0,0.805,North America,1,0,1,0.4551,0.1318,0.1889,0.7387,-0.0055,0.3661,41.2,1,42.72,48.33468281,58.35351777,0.796
United States,2,2016,1,217,58021.4005,38.3,0.4,52.5,0.44,1,1,1,1.145,North America,1,1,1,0.4532,0.1303,0.1867,0.7336,-0.0038,0.3624,41.1,1,42.58,48.51194375,58.42715052,0.93
United States,2,2017,1,218,60109.65573,38.4,0.4,52.4,0.48,0,0,0,1.806,North America,1,1,1,0.4546,0.1346,0.1905,0.7178,0.0013,0.3552,41.2,1,42.60666667,48.68181236,58.07642933,1.614
United States,2,2018,1,219,63064.41841,38.7,0.41,52.4,0.5,1,0,1,1.806,North America,1,1,1,0.4583,0.1332,0.1925,0.716,0.0019,0.3536,41.4,1,42.76,49.47225065,58.40612213,1.614
United States,2,2019,1,220,65279.52903,38.7,0.46,52.6,0.54,0,0,0,1.806,North America,1,1,1,0.4569,0.1357,0.1906,0.7155,0.0028,0.3531,41.5,1,42.83666667,49.07680205,58.07811269,1.474
United States,2,2020,1,221,63593.44362,37.7,0.44,53.5,0.56,1,1,1,2.3,North America,1,0,1,0.4441,0.1386,0.1788,NA,NA,NA,39.7,1,43.565,46.41757591,57.15370695,1.474
Canada,20,1995,1,129,NA,29.7,0.44,44.9,0.6,0,0,0,-1.515,North America,1,0,0,0.3647,0.1738,0.1052,0.5703,0.0499,0.2327,NA,NA,33.27,NA,49.68137959,NA
Canada,20,1996,1,130,NA,30.2,0.55,46.1,0.73,0,0,0,-1.515,North America,1,0,0,0.3716,0.1717,0.1117,0.5714,0.0497,0.2334,32.8,1,34.935,NA,50.23049176,NA
Canada,20,1997,1,131,25258.86056,30.7,0.62,46.8,0.74,1,0,1,-1.515,North America,1,0,0,0.3797,0.1679,0.1219,0.573,0.0495,0.2349,33.1,NA,34.06666667,NA,51.01733826,NA
Canada,20,1998,1,132,26319.67416,31,0.63,47.1,0.73,0,0,0,-1.515,North America,1,0,0,0.3817,0.1685,0.1252,0.574,0.0494,0.2363,33.2,1,34.67666667,NA,51.04792837,NA
Canada,20,1999,1,133,27841.35335,31.2,0.65,46.9,0.78,0,0,0,-1.515,North America,1,0,0,0.3847,0.1686,0.1306,0.575,0.0493,0.2376,33.1,NA,35.115,NA,51.17681555,NA
Canada,20,2000,1,134,29362.08416,31.5,0.67,46.9,0.8,1,0,1,-1.515,North America,1,0,0,0.4008,0.1629,0.1473,0.5796,0.0487,0.2437,33.4,1,34.76666667,NA,52.53821467,-1.141
Canada,20,2001,1,135,30230.80297,31.7,0.63,47,0.79,0,0,0,-1.515,North America,1,0,0,0.3913,0.1674,0.1387,0.5779,0.0489,0.242,33.6,NA,35.49,NA,51.6005971,-1.141
Canada,20,2002,1,136,30963.053,31.7,0.61,47.1,0.79,0,0,0,-1.515,North America,1,0,0,0.3899,0.1661,0.1348,0.5772,0.049,0.2409,33.6,1,35.43,NA,51.67205212,-1.141
Canada,20,2003,1,137,32349.94366,31.8,0.65,47.1,0.79,0,0,0,-1.515,North America,1,0,0,0.3907,0.165,0.135,0.5774,0.049,0.2413,33.8,1,35.755,NA,51.82720894,-1.141
Canada,20,2004,1,138,33925.70673,31.9,0.67,47.2,0.76,1,0,1,-1.515,North America,1,0,0,0.3982,0.1641,0.1443,0.58,0.0487,0.2447,33.8,1,35.06666667,NA,52.28989113,-1.141
Canada,20,2005,1,139,36327.22865,31.9,0.7,47.1,0.75,0,0,0,-1.366,North America,1,0,0,0.4068,0.1624,0.1539,0.5819,0.0484,0.2469,33.6,1,35.5,NA,52.87499642,-1.141
Canada,20,2006,1,140,38119.4132,31.8,0.64,47.1,0.73,1,0,1,-1.366,North America,1,0,0,0.4145,0.1614,0.1608,0.584,0.0481,0.2492,34.1,1,35.91,NA,53.32416372,-1.141
Canada,20,2007,1,141,39575.30975,31.8,0.61,47.2,0.68,0,0,0,-1.366,North America,1,0,0,0.4168,0.161,0.1633,0.5848,0.048,0.25,33.8,1,35.12333333,NA,53.46661135,-1.141
Canada,20,2008,1,142,40376.30688,31.9,0.65,47.4,0.72,1,0,1,-1.366,North America,1,0,0,0.407,0.1634,0.1508,0.5833,0.0482,0.2492,33.9,1,35.895,NA,52.74539197,-1.141
Canada,20,2009,1,143,38865.41346,31.9,0.64,47.8,0.75,0,0,0,-1.366,North America,1,0,0,0.3929,0.1676,0.1323,0.5764,0.0491,0.2391,34,1,35.925,NA,51.63488555,-1.141
Canada,20,2010,1,144,40099.44824,31.8,0.67,47.8,0.72,0,0,0,-1.296,North America,1,0,0,0.4016,0.1652,0.1398,0.5795,0.0487,0.2434,33.6,1,34.89333333,NA,52.28789511,-1.141
Canada,20,2011,1,145,41666.70763,31.6,0.6,47.6,0.71,1,0,1,-1.296,North America,1,0,0,0.403,0.1641,0.1407,0.5805,0.0486,0.2449,32.7,1,34.575,NA,52.4628848,-1.141
Canada,20,2012,1,146,42290.96541,31.7,0.58,47.5,0.69,0,0,0,-1.296,North America,1,0,0,0.3983,0.1659,0.1342,0.5788,0.0488,0.2425,33.5,1,34.69333333,NA,52.04705147,-1.141
Canada,20,2013,1,147,44298.57873,31.8,0.59,47.6,0.67,0,0,0,-1.296,North America,1,0,0,0.4082,0.1622,0.1457,0.5812,0.0485,0.2452,33.8,1,34.98,NA,52.90777214,-1.141
Canada,20,2014,1,148,45753.75055,31.6,0.62,47.6,0.72,0,0,0,-1.296,North America,1,0,0,0.4119,0.1624,0.1506,0.5827,0.0483,0.2474,33.2,1,34.38666667,NA,53.07158506,-1.141
Canada,20,2015,1,149,44670.08054,31.6,0.56,47.8,0.72,1,0,1,-1.296,North America,1,0,0,0.4125,0.1641,0.157,0.5838,0.0482,0.2491,33.7,1,34.96,NA,52.94287155,-1.141
Canada,20,2016,1,150,46472.34025,31.1,0.53,47.8,0.73,0,0,0,-1.296,North America,1,0,0,0.3933,0.1712,0.1328,0.5779,0.0489,0.2417,32.7,1,33.98,NA,51.24083143,-1.141
Canada,20,2017,1,151,48317.09658,31.1,0.52,47.8,0.68,0,0,0,-1.296,North America,1,0,0,0.4082,0.1555,0.149,0.5818,0.0484,0.2461,33.3,1,34.61,NA,53.60837553,-1.141
Canada,20,2018,1,152,49992.63549,30.6,0.54,47.1,0.62,0,0,0,-1.296,North America,1,0,0,0.3984,0.1617,0.1395,0.5822,0.0484,0.247,32.5,1,34.395,37.59813108,52.48655685,-1.141
Canada,20,2019,1,153,49309.50086,30.1,0.62,45.8,0.81,1,0,1,-1.296,North America,1,0,0,0.397,0.1625,0.1391,0.5816,0.0484,0.2462,NA,1,NA,37.3526692,52.3372086,-1.267
Canada,20,2020,1,154,46611.30901,29.6,0.78,45.1,1,0,0,0,-1.13,North America,1,0,0,0.397,0.1625,0.1391,0.5801,0.0486,0.2435,NA,1,NA,37.3524536,52.3372086,-1.267
Bahamas,31,1995,1,23,22069.78193,NA,NA,NA,NA,NA,NA,NA,NA,Latin America & Caribbean,1,0,0,0.5525,0.0839,0.1895,0.6953,0.0237,0.3655,NA,NA,NA,NA,67.83570398,NA
Bahamas,31,1996,1,24,23109.55165,NA,NA,NA,NA,NA,NA,NA,NA,Latin America & Caribbean,1,0,0,0.5525,0.0839,0.1895,0.6954,0.0237,0.3656,NA,0.75,NA,NA,67.83570398,NA
Bahamas,31,1997,1,25,24844.19035,NA,NA,NA,NA,NA,NA,NA,NA,Latin America & Caribbean,1,0,0,0.5525,0.0839,0.1895,0.6955,0.0236,0.3657,NA,NA,NA,NA,67.83570398,NA
Bahamas,31,1998,1,26,23725.09018,NA,NA,NA,NA,NA,NA,NA,NA,Latin America & Caribbean,1,0,0,0.5525,0.0839,0.1895,0.6956,0.0236,0.3658,NA,0.75,NA,NA,67.83570398,NA
Bahamas,31,1999,1,27,26685.28672,NA,NA,NA,NA,NA,NA,NA,NA,Latin America & Caribbean,1,0,0,0.5525,0.0839,0.1895,0.6957,0.0236,0.3659,NA,NA,NA,NA,67.83570398,NA
Bahamas,31,2000,1,28,28034.19652,NA,NA,NA,NA,NA,NA,NA,NA,Latin America & Caribbean,1,0,0,0.5525,0.0839,0.1895,0.6957,0.0236,0.366,NA,0.75,NA,64.56204655,67.83570398,NA
Bahamas,31,2001,1,29,28956.8955,45.1,3.12,48,3.89,NA,NA,NA,NA,Latin America & Caribbean,1,0,0,0.5646,0.0796,0.1985,0.6958,0.0236,0.3661,NA,NA,57.45,65.5436306,68.85414825,NA
Bahamas,31,2002,1,30,29715.69528,45,3.04,47.9,3.84,NA,NA,NA,NA,Latin America & Caribbean,1,0,0,0.5642,0.0799,0.19,0.6959,0.0235,0.3661,NA,0.75,NA,65.31744971,68.7564846,NA
Bahamas,31,2003,1,31,29363.12194,44.8,2.96,47.8,3.76,NA,NA,NA,NA,Latin America & Caribbean,1,0,0,0.565,0.0841,0.2035,0.7088,0.0199,0.3796,NA,0.75,NA,65.03399438,68.41346105,NA
Bahamas,31,2004,1,32,29869.40634,44.7,2.92,47.8,3.73,NA,NA,NA,NA,Latin America & Caribbean,1,0,0,0.5569,0.0877,0.1987,0.6896,0.0253,0.3596,NA,0.75,NA,64.14714551,67.6793009,NA
Bahamas,31,2005,1,33,31261.77357,44.8,2.95,47.8,3.75,NA,NA,NA,NA,Latin America & Caribbean,1,0,0,0.5527,0.088,0.189,0.6814,0.0275,0.3509,NA,0.75,NA,63.73719691,67.4229797,NA
Bahamas,31,2006,1,34,32401.62592,44.9,2.96,47.9,3.76,NA,NA,NA,NA,Latin America & Caribbean,1,0,0,0.5496,0.0915,0.1895,0.708,0.0201,0.3787,NA,0.75,NA,62.88467955,66.94226201,NA
Bahamas,31,2007,1,35,33117.60507,44.9,2.95,47.9,3.76,NA,NA,NA,NA,Latin America & Caribbean,1,0,0,0.5623,0.0899,0.2087,0.7152,0.018,0.3862,NA,0.75,NA,63.58469881,67.7538853,NA
Bahamas,31,2008,1,36,32373.49264,44.9,2.95,47.9,3.73,NA,NA,NA,NA,Latin America & Caribbean,1,0,0,0.5566,0.0916,0.1994,0.7018,0.0219,0.3723,NA,0.75,NA,62.87965612,67.27039206,NA
Bahamas,31,2009,1,37,30728.81809,45,2.95,47.9,3.73,NA,NA,NA,NA,Latin America & Caribbean,1,0,0,0.5426,0.0944,0.186,0.6774,0.0286,0.3466,NA,0.75,NA,61.38969944,66.30121462,NA
Bahamas,31,2010,1,38,31090.58165,45,2.93,48,3.73,NA,NA,NA,NA,Latin America & Caribbean,1,0,0,0.5426,0.0961,0.1943,0.6647,0.0319,0.3331,NA,0.75,NA,61.39253913,66.19036065,NA
Bahamas,31,2011,1,39,31522.02023,45.1,2.9,48,3.69,NA,NA,NA,NA,Latin America & Caribbean,1,0,0,0.5355,0.0999,0.1933,0.6734,0.0296,0.3424,NA,0.75,NA,60.46178588,65.47159075,NA
Bahamas,31,2012,1,40,32216.6978,45.1,2.88,48,3.66,NA,NA,NA,NA,Latin America & Caribbean,1,0,0,0.5249,0.1029,0.1895,0.6404,0.0377,0.3068,NA,0.75,NA,59.47311392,64.68712547,NA
Bahamas,31,2013,1,41,31650.43901,45.2,2.85,48,3.62,NA,NA,NA,NA,Latin America & Caribbean,1,0,0,0.535,0.1031,0.2013,0.6565,0.0339,0.3242,NA,0.75,41.4,59.94229276,65.15877579,NA
Bahamas,31,2014,1,42,33248.11329,NA,NA,NA,NA,NA,NA,NA,NA,Latin America & Caribbean,1,0,0,0.5308,0.1037,0.202,0.6471,0.0361,0.3141,NA,0.75,NA,59.53198047,64.94844754,NA
Bahamas,31,2015,1,43,33937.41876,NA,NA,NA,NA,NA,NA,NA,NA,Latin America & Caribbean,1,0,0,0.5283,0.1052,0.1947,0.6444,0.0368,0.3111,NA,0.75,NA,59.13302693,64.62009475,NA
Bahamas,31,2016,1,44,34338.51956,NA,NA,NA,NA,NA,NA,NA,NA,Latin America & Caribbean,1,0,0,0.5276,0.1057,0.1985,0.6366,0.0385,0.3027,NA,0.75,NA,58.84831125,64.5678986,NA
Bahamas,31,2017,1,45,35917.75703,NA,NA,NA,NA,NA,NA,NA,NA,Latin America & Caribbean,1,0,0,0.5311,0.1035,0.1914,0.6246,0.0411,0.2895,NA,0.75,NA,59.02167753,64.88806894,NA
Bahamas,31,2018,1,46,37416.97226,NA,NA,NA,NA,NA,NA,NA,NA,Latin America & Caribbean,1,0,0,0.5269,0.1037,0.1898,0.616,0.0428,0.2801,NA,0.75,NA,58.74748983,64.67004634,NA
Bahamas,31,2019,1,47,37973.24725,NA,NA,NA,NA,NA,NA,NA,NA,Latin America & Caribbean,1,0,0,0.5179,0.1039,0.183,0.616,0.0428,0.2801,NA,0.75,NA,58.14430301,64.24671695,NA
Bahamas,31,2020,1,48,32538.56916,NA,NA,NA,NA,NA,NA,NA,NA,Latin America & Caribbean,1,0,0,0.5331,0.0932,0.1962,0.6161,0.0428,0.2802,NA,0.75,NA,59.27045757,66.03839555,NA
Dominican Republic,42,1995,1,30,4934.244456,46.5,1.4,49.5,1.91,0,0,0,1.043,Latin America & Caribbean,1,0,1,0.5659,0.1002,0.2861,0.696,0.0235,0.3662,NA,NA,50.4,NA,67.13725165,NA
Dominican Republic,42,1996,1,31,5235.544073,46.5,1.18,49.4,1.77,0,1,1,1.043,Latin America & Caribbean,1,0,1,0.5659,0.1002,0.2861,0.6961,0.0235,0.3663,47.4,0.5,47.58,NA,67.13725165,NA
Dominican Republic,42,1997,1,32,5708.188064,46.9,1.16,49.6,1.73,0,0,0,0.413,Latin America & Caribbean,1,0,1,0.5659,0.1002,0.2861,0.6961,0.0235,0.3664,48.9,NA,48.73,NA,67.13725165,NA
Dominican Republic,42,1998,1,33,6062.521346,47.3,1.25,49.8,1.75,1,0,1,0.126,Latin America & Caribbean,1,0,1,0.5659,0.1002,0.2861,0.6962,0.0234,0.3665,NA,0.25,47.55,NA,67.13725165,NA
Dominican Republic,42,1999,1,34,6414.73935,47.7,1.24,50.1,1.71,0,0,0,0.126,Latin America & Caribbean,1,0,1,0.5659,0.1002,0.2861,0.6963,0.0234,0.3666,NA,NA,NA,NA,67.13725165,NA
Dominican Republic,42,2000,1,35,6760.128879,48.1,1.1,50.3,1.57,0,1,1,0.126,Latin America & Caribbean,1,0,1,0.5659,0.1002,0.2861,0.6964,0.0234,0.3666,51.5,0.25,49.906,NA,67.13725165,0.704
Dominican Republic,42,2001,1,36,6973.542805,48.1,1.06,50.3,1.51,0,0,0,0.126,Latin America & Caribbean,1,0,1,0.5659,0.1002,0.2861,0.6965,0.0234,0.3667,50,NA,48.08,NA,67.13802057,0.704
Dominican Republic,42,2002,1,37,7295.057368,48.1,1.03,50.5,1.44,1,0,1,0.126,Latin America & Caribbean,1,0,1,0.5659,0.1002,0.2861,0.6965,0.0234,0.3668,49.7,0.25,49.3075,NA,67.13751187,0.704
Dominican Republic,42,2003,1,38,7226.721281,48.7,1.05,50.8,1.41,0,0,0,0.126,Latin America & Caribbean,1,0,1,0.5659,0.1002,0.2861,0.709,0.0198,0.3797,52.1,0.25,49.712,NA,67.13677552,0.704
Dominican Republic,42,2004,1,39,7506.733761,48.8,1.05,51.1,1.33,0,1,1,0.126,Latin America & Caribbean,1,0,1,0.5659,0.1002,0.2861,0.6901,0.0251,0.3601,52.1,0.25,51.95625,NA,67.13763284,0.704
Dominican Republic,42,2005,1,40,8356.008402,48.6,1.04,51.1,1.22,0,0,0,-0.132,Latin America & Caribbean,1,0,1,0.5659,0.1002,0.2861,0.6816,0.0275,0.3511,50,0.25,51.8625,NA,67.13764056,0.704
Dominican Republic,42,2006,1,41,9274.89755,49,1.04,51.6,1.21,1,0,1,-0.132,Latin America & Caribbean,1,0,1,0.5659,0.1002,0.2861,0.7081,0.0201,0.3789,52,0.25,53.2625,NA,67.13776106,0.704
Dominican Republic,42,2007,1,42,10098.69897,48.2,1.06,50.9,1.26,0,0,0,-0.132,Latin America & Caribbean,1,0,1,0.5659,0.1002,0.2861,0.716,0.0178,0.387,48.9,0.25,50.65,NA,67.13750457,0.704
Dominican Republic,42,2008,1,43,10491.61515,47.2,1.01,50,1.31,0,1,1,-0.132,Latin America & Caribbean,1,0,1,0.5659,0.1002,0.2861,0.7025,0.0217,0.373,48.1,0.25,49.34875,NA,67.13738313,0.704
Dominican Republic,42,2009,1,44,10539.39892,46.7,0.99,49.5,1.34,0,0,0,-0.132,Latin America & Caribbean,1,0,1,0.5659,0.1002,0.2861,0.6769,0.0287,0.3461,48.9,0.25,50.60625,NA,67.13763686,0.704
Dominican Republic,42,2010,1,45,11410.35346,46,0.99,48.8,1.36,1,0,1,-0.132,Latin America & Caribbean,1,0,1,0.5659,0.1002,0.2861,0.6648,0.0318,0.3332,47.3,0.25,49.3175,NA,67.13717606,0.704
Dominican Republic,42,2011,1,46,11869.12309,45.5,1,48.2,1.36,0,0,0,-0.132,Latin America & Caribbean,1,0,1,0.5659,0.1002,0.2861,0.6735,0.0296,0.3425,47.7,0.25,49.6275,NA,67.13750803,0.704
Dominican Republic,42,2012,1,47,11900.48501,44.9,0.99,47.5,1.36,0,1,1,-0.132,Latin America & Caribbean,1,1,1,0.5659,0.1002,0.2861,0.6405,0.0377,0.3069,46.1,0.25,47.1075,NA,67.13678143,0.704
Dominican Republic,42,2013,1,48,12482.16212,44.5,0.99,47,1.37,0,0,0,-0.132,Latin America & Caribbean,1,1,1,0.575,0.096,0.3026,0.6566,0.0339,0.3244,47.7,0.25,48.565,NA,68.08694132,0.865
Dominican Republic,42,2014,1,49,13475.01117,43.5,0.97,46.1,1.36,0,0,0,-0.132,Latin America & Caribbean,1,1,1,0.5598,0.0996,0.2836,0.6473,0.0361,0.3143,44.3,0.25,46.43125,NA,66.98152662,0.865
Dominican Republic,42,2015,1,50,14740.82687,43,1.01,45.5,1.41,0,0,0,-0.132,Latin America & Caribbean,1,1,1,0.5653,0.1017,0.3066,0.6442,0.0368,0.3109,45.2,0.25,44.332,NA,67.07013746,0.865
Dominican Republic,42,2016,1,51,16109.86367,42.5,1.03,44.9,1.44,1,1,1,-0.132,Latin America & Caribbean,1,1,1,0.5736,0.1033,0.3147,0.6365,0.0386,0.3025,45.7,0.25,43.464,NA,67.28263464,0.865
Dominican Republic,42,2017,1,52,16735.36442,41.7,1.04,44.4,1.49,0,0,0,-0.132,Latin America & Caribbean,1,1,1,0.5293,0.1175,0.2483,0.6246,0.0411,0.2895,42.2,0.25,41.846,NA,63.55915835,0.865
Dominican Republic,42,2018,1,53,18137.0524,41.5,1.1,44.2,1.58,0,0,0,-0.132,Latin America & Caribbean,1,1,1,0.5936,0.103,0.3587,0.6163,0.0427,0.2805,43.7,0.25,42.752,65.50743113,68.43967267,0.865
Dominican Republic,42,2019,1,54,19191.58039,41.1,1.17,43.9,1.7,0,0,0,-0.132,Latin America & Caribbean,1,1,1,0.5381,0.12,0.291,0.6164,0.0427,0.2805,41.9,0.25,41.62,60.53026438,63.95742615,0.695
Dominican Republic,42,2020,1,55,17935.65607,NA,NA,NA,NA,1,1,1,-0.529,Latin America & Caribbean,1,0,1,0.5381,0.12,0.291,0.6164,0.0427,0.2806,39.6,0.25,39.285,60.53042942,63.9574308,0.695
Jamaica,51,1995,1,34,6231.266491,42.7,1.47,45,1.85,0,0,0,-1.497,Latin America & Caribbean,1,0,0,0.5525,0.0839,0.1895,0.6979,0.023,0.3682,NA,NA,43.81333333,NA,67.83570727,NA
Jamaica,51,1996,1,35,6276.396596,42.8,1.43,45.1,1.81,0,0,0,-1.497,Latin America & Caribbean,1,0,0,0.5525,0.0839,0.1895,0.698,0.0229,0.3683,40.4,0.75,38.215,NA,67.83570727,NA
Jamaica,51,1997,1,36,6253.970906,42.9,1.4,45.2,1.78,1,0,1,-1.497,Latin America & Caribbean,1,0,0,0.5525,0.0839,0.1895,0.6981,0.0229,0.3684,NA,NA,47.58,NA,67.83570727,NA
Jamaica,51,1998,1,37,6117.62027,43,1.4,45.3,1.75,0,0,0,-1.497,Latin America & Caribbean,1,0,0,0.5525,0.0839,0.1895,0.6981,0.0229,0.3685,NA,0.75,43.27,NA,67.83570727,NA
Jamaica,51,1999,1,38,6214.266672,43.2,1.37,45.4,1.72,0,0,0,-1.497,Latin America & Caribbean,1,0,0,0.5525,0.0839,0.1895,0.6982,0.0229,0.3686,44.1,NA,41.01,NA,67.83570727,NA
Jamaica,51,2000,1,39,6355.847256,43.3,1.36,45.5,1.7,0,0,0,-1.776,Latin America & Caribbean,1,0,0,0.5525,0.0839,0.1895,0.6983,0.0229,0.3687,NA,0.75,37.89,64.56204655,67.83570727,-0.373
Jamaica,51,2001,1,40,6533.373757,43.4,1.34,45.6,1.68,0,0,0,-1.776,Latin America & Caribbean,1,0,0,0.5646,0.0796,0.1985,0.6984,0.0228,0.3687,NA,NA,38.43,65.5436306,68.85414612,-0.373
Jamaica,51,2002,1,41,6723.677974,43.5,1.35,45.7,1.7,1,0,1,-1.776,Latin America & Caribbean,1,0,0,0.5642,0.0799,0.19,0.6985,0.0228,0.3688,48.3,0.75,43.965,65.31744971,68.7564786,-0.373
Jamaica,51,2003,1,42,7056.147973,43.3,1.37,45.6,1.72,0,0,0,-1.776,Latin America & Caribbean,1,0,0,0.565,0.0841,0.2035,0.7094,0.0197,0.3802,NA,0.75,37.91,65.03399438,68.41346212,-0.373
Jamaica,51,2004,1,43,7300.058467,43.2,1.38,45.6,1.72,0,0,0,-1.776,Latin America & Caribbean,1,0,0,0.5569,0.0877,0.1987,0.6906,0.025,0.3606,45.5,0.75,41.86,64.14714551,67.67930249,-0.373
Jamaica,51,2005,1,44,7553.201406,43.1,1.39,45.4,1.75,0,0,0,-1.776,Latin America & Caribbean,1,0,0,0.5527,0.088,0.189,0.682,0.0274,0.3515,NA,0.75,38.1,63.73719691,67.42298286,-0.373
Jamaica,51,2006,1,45,7965.477139,42.9,1.43,45.3,1.77,0,0,0,-1.776,Latin America & Caribbean,1,0,0,0.5496,0.0915,0.1895,0.7077,0.0202,0.3784,NA,0.75,36.91,62.88467955,66.94225461,-0.373
Jamaica,51,2007,1,46,8255.173533,42.7,1.45,45.1,1.79,1,0,1,-1.776,Latin America & Caribbean,1,0,0,0.5623,0.0899,0.2087,0.7161,0.0177,0.3871,NA,0.75,36.75,63.58469881,67.75388999,-0.373
Jamaica,51,2008,1,47,8306.504862,42.6,1.47,45,1.84,0,0,0,-1.776,Latin America & Caribbean,1,0,0,0.5566,0.0916,0.1994,0.7027,0.0216,0.3732,NA,0.75,37.1,62.87965612,67.27038364,-0.564
Jamaica,51,2009,1,48,7966.130799,42.5,1.5,45,1.88,0,0,0,-1.776,Latin America & Caribbean,1,0,0,0.5426,0.0944,0.186,0.6776,0.0285,0.3468,NA,0.75,36.67,61.38969944,66.30121396,-0.564
Jamaica,51,2010,1,49,7900.199479,42.5,1.54,44.9,1.93,0,0,0,-2.196,Latin America & Caribbean,1,0,0,0.5426,0.0961,0.1943,0.6652,0.0317,0.3336,NA,0.75,38.13,61.39253913,66.19036046,-0.564
